scorer,full_name,similarity,token_compare
Jordy Caicedo,Jordy Clasie,0.8,FALSE
Rogelio Funes Mori,Rogelio Gabriel Funes Mori,0.818181818,TRUE
Osvaldo Balseiro,Osvaldo Alonso Moreno,0.648648649,FALSE
Alexander Djiku,Alexander Djiku,1,TRUE
Jonathan Sogbie,Jonathan Hogg,0.785714286,FALSE
Dominic Calvert-Lewin,Dominic Calvert-Lewin,1,TRUE
Martin Ødegaard,Marvin Zeegelaar,0.709677419,FALSE
André Carrillo,Guido Carrillo,0.714285714,FALSE
Jhoan Sánchez,Jozabed Sánchez Ruiz,0.666666667,FALSE
Javier Fragoso,Alan Javier Franco,0.6875,FALSE
David Brooks,David Brooks,1,TRUE
Jeffrey Bruma,Jeffrey Bruma,1,TRUE
Ligorio López,Luigi Sepe,0.608695652,FALSE
Sam Vokes,Sam Vokes,1,TRUE
Jorge Rodríguez,Javier López Rodríguez,0.702702703,FALSE
Jordan Adéoti,Jordan Amavi,0.72,FALSE
Aïssa Mandi,Idrissa Mandiang,0.666666667,FALSE
Albert Rusnák,Alper Potuk,0.583333333,FALSE
Olivier Giroud,Oliver Norwood,0.714285714,FALSE
Sami Khedira,Rani Khedira,0.833333333,FALSE
Darwin Machís,Darwin Machís,1,TRUE
Robin Quaison,Robin Quaison,1,TRUE
Paul Lambert,Paul Dummett,0.666666667,FALSE
Lamine Diatta,Landry Dimata,0.692307692,FALSE
Albert Mpinganjira,Allan Norberto Bardini Paneira,0.583333333,FALSE
Ludovic Giuly,Ludovic Butelle,0.714285714,FALSE
Sebastián Córdova,Sebastián Cristóforo,0.756756757,FALSE
David Paniagua,David Jason Remeseiro Salgueiro,0.533333333,FALSE
Miguel Aguilar,Mikel Agu,0.695652174,FALSE
Emmanuel Ola,Emmanuel Badu,0.8,FALSE
Nathan Pond,Nathan Redmond,0.8,FALSE
Leandro Barreiro,Sandro Ranieri Guimarães Cordeiro,0.530612245,FALSE
Anthony Rougier,Anthony Mounier,0.866666667,FALSE
Mateus Galiano da Costa,Matheus Fellipe Costa Pereira,0.576923077,FALSE
Christophe Jallet,Christophe Jallet,1,TRUE
Gastón Giménez,Diego Castro Giménez,0.647058824,FALSE
No Match,?? ??,0.2,FALSE
Ola Kamara,Ola  Williams Kamara,0.666666667,TRUE
Miguel Ángel Nadal,Miguel Ângelo da Silva Rocha,0.652173913,FALSE
Ricardo Pepi,Rick Karsdorp,0.64,FALSE
José Manuel Contreras,José Carlos Coentrão Marafona,0.6,FALSE
Diego Calvo,Diego Valdés,0.695652174,FALSE
Maik Galakos,Maxime Gonalons,0.666666667,FALSE
Jorge Hirano,Jorge Franco Alviz,0.666666667,FALSE
Pedro Alejandro García,Fredy Alejandro Guarín Vásquez,0.653846154,FALSE
Mathias Jensen,Mathias Jensen,1,TRUE
Ryan Thomas,Ryan Thomas,1,TRUE
Bogdan Stancu,Bogdan Butko,0.64,FALSE
Lucas Cavallini,Luca Cigarini,0.714285714,FALSE
Ahmed Musa,Ahmed Musa,1,TRUE
Max Morlock,Mykola Morozyuk,0.615384615,FALSE
Georgi Chilikov,Georgiy Schennikov,0.727272727,FALSE
André Silva,André Ramalho Silva,0.733333333,TRUE
Thomas Foket,Thomas Foket,1,TRUE
Phil Foden,Philip Foden,0.909090909,FALSE
Paulo Jorge Da Silva,Walace Souza Silva,0.578947368,FALSE
İrfan Kahveci,Irfan Can Kahveci,0.8,FALSE
Jimmy Ben,Jimmy Briand,0.761904762,FALSE
Diego Rolán,Diego Rolán,1,TRUE
Briel Thomas,Cyril Théréau,0.56,FALSE
Bruno Valdez,Bruno Valdez,1,TRUE
Moussa Konaté,Pape Moussa Konaté,0.838709677,TRUE
Hugo Galeano,Hugo Ayala Castro,0.620689655,FALSE
Patrick Kluivert,Justin Kluivert,0.709677419,FALSE
Percy Tau,Percy Tau,1,TRUE
Javier Fragoso,Javier Eraso Goñi,0.709677419,FALSE
Artur Jorge,Artur Boruc,0.727272727,FALSE
Seb Larsson,Sam Larsson,0.818181818,FALSE
Julio dos Santos,Paulo Henrique Soares dos Santos,0.625,TRUE
Jonathan Barrios,Jonathan Matías Urretaviscaya da Luz,0.538461538,FALSE
Yousef Nasser,Youssef Aït Bennasser,0.705882353,FALSE
Paul Bravo,Paul Bernardoni,0.72,FALSE
Joshua Kennedy,Joshua Brenet,0.740740741,FALSE
Carlos Campillo,Carles Aleñá Castillo,0.666666667,FALSE
Thiago Alcântara,Thiago Maia Alencar,0.685714286,FALSE
Robert Skov,Robert Skov,1,TRUE
Mauricio Isla,Mauricio Aníbal Isla Isla,0.684210526,TRUE
Weston McKennie,Weston McKennie,1,TRUE
James Troisi,James Tavernier,0.666666667,FALSE
Samuel Okwaraji,Samuel Kalu Ojim,0.64516129,FALSE
Paulo da Silva,Marlon da Silva Barbosa,0.648648649,TRUE
Joseph Urpani,Joseph Alfred Duncan,0.606060606,FALSE
Stefano Eranio,Stefano Sturaro,0.75862069,FALSE
Barry Hunter,Harry Arter,0.695652174,FALSE
Vitaliy Kosovskyi,Vitaliy Buyalskyi,0.705882353,FALSE
Alan Shearer,Malang Sarr,0.695652174,FALSE
Mario Fernández,Ignacio Fernández,0.8125,FALSE
Hans Richter,Hans Hateboer,0.64,FALSE
Florian Bohnert,Florian Niederlechner,0.666666667,FALSE
Romain Schreiner,Pirmin Schwegler,0.625,FALSE
Stan Pearson,Ben Pearson,0.782608696,FALSE
Tammy Abraham,Tammy Abraham,1,TRUE
Jefferson Montero,Jefferson Moreira Nascimento,0.666666667,FALSE
Joakim Mæhle,Joakim Mæhle,1,TRUE
Francisco López Contreras,Unai López Cabrera,0.651162791,FALSE
Ibrahim Amada,Ibrahim Amadou,0.888888889,FALSE
Christian Benítez,Christian Günter,0.787878788,FALSE
No Match,Ogenyi Eddy Onazi,0.5,FALSE
Jefferson Montero,Jefferson Antonio Montero Vite,0.723404255,TRUE
Álvaro Murillo,Oscar Fabián Murillo Murillo,0.523809524,TRUE
Juan González Soto,Borja González Tomás,0.631578947,FALSE
Lucas Neill,Lucas Zelarayán,0.615384615,FALSE
Martin O'Neill,Martin Kelly,0.769230769,FALSE
Ali Umar,Aminu Umar,0.777777778,FALSE
Joseph Mapulanga,Joseba Zaldúa Bengoetxea,0.55,FALSE
M'Baye Niang,Mbaye Diagne,0.666666667,FALSE
Eduardo Antunes Coimbra,Jovane Eduardo Borges Cabral,0.588235294,FALSE
Scott Wiseman,Scott Dann,0.695652174,FALSE
Miroslav Pavlović,Mateo Pavlovic,0.64516129,FALSE
Andrew Murunga,Andrew Surman,0.740740741,FALSE
Florian Thauvin,Florian Kainz,0.785714286,FALSE
Francisco Molina,Francisco José Beltrán Peinado,0.652173913,FALSE
Kenneth Omeruo,Kenneth Vermeer,0.75862069,FALSE
Andrey Akopyants,Andreu Fontàs Prat,0.588235294,FALSE
Luis Enrique,Luis Enrique Quiñónes,0.727272727,TRUE
Mathew Leckie,Mathew Leckie,1,TRUE
Danilo Pereira,Danilo das Neves Pinheiro,0.564102564,FALSE
Sulley Muntari,Solly March,0.64,FALSE
Bryan Roy,Bryan Dabo,0.736842105,FALSE
Fredrik Strømstad,Fredrik Midtsjø,0.625,FALSE
Alejandro Carrillo,Alejandro Arribas Garrido,0.697674419,FALSE
Pedro Antonio Cabral,Duirval Hélton Diniz Cabral,0.553191489,FALSE
Ollie Watkins,Ollie Watkins,1,TRUE
Renato Tapia,Renato Tapia,1,TRUE
Paulo Roberto Falcão,Enzo Pablo Roco Roco,0.55,FALSE
Jonas Svensson,Jonas Svensson,1,TRUE
Luis Alfonso Rodríguez,Lucas Alfonso Orbán Alegre,0.625,FALSE
Godfrey Oboabona,Godfred Donsah,0.666666667,FALSE
Ladislav Krejčí,Ladislav Krejcí,0.933333333,FALSE
Scott Sealy,Scott Sinclair,0.64,FALSE
Dejan Jakovic,Bojan Jokic,0.666666667,FALSE
Marcus Pürk,Marcus Thuram,0.666666667,FALSE
Ezequiel Jerez,Silvio Ezequiel Romero,0.611111111,FALSE
Christian Atsu,Christian Atsu,1,TRUE
Christian Fassnacht,Christian Träsch,0.742857143,FALSE
Florentin Petre,Florentin Pogba,0.733333333,FALSE
Mario Rafael Rodríguez,Sergio Reguilón Rodríguez,0.723404255,FALSE
Bruno Miranda,Caio Bruno Milaçar Kenedy,0.578947368,FALSE
Mario Kempes,Marc-Oliver Kempf,0.620689655,FALSE
Leonel Sánchez,Daniel Sánchez Ayala,0.647058824,FALSE
Phil Roberts,Patrick Roberts,0.740740741,FALSE
Guillermo Díaz,Guillermo Ortíz,0.827586207,FALSE
Rafael Dick,Rafal Gikiewicz,0.615384615,FALSE
Rodrigo,Rodrigo Rey,0.777777778,FALSE
Rashidi Yekini,Yasin Öztekin,0.592592593,FALSE
Daniel Fonseca,Daniel João Santos Candeias,0.585365854,FALSE
Claudio Reyna,Claudio Beauvue,0.714285714,FALSE
Manuel Ferreira,Marcelo dos Santos Ferreira,0.619047619,FALSE
Steven Bergwijn,Steve von Bergen,0.774193548,FALSE
Joel Minko,Joel Obi,0.666666667,FALSE
Rafael Leão,Rafael da Conceição Leão,0.628571429,TRUE
Severino Da Silva,Pedro K. Medina da Silva,0.585365854,FALSE
Raúl Fernández,Raúl Fernández-Cavada Mateos,0.666666667,FALSE
Peter Dubovský,Patrik Hrošovský,0.6,FALSE
Robert Berić,Robert Beric,0.916666667,FALSE
Nicolás Falero,Nicolás Federico Spolli,0.648648649,FALSE
Shaq Moore,Liam Moore,0.7,FALSE
Stefano Fanelli,Diego Falcinelli,0.64516129,FALSE
Jean-Claude Bras,Jean-Sylvain Claude Babin,0.682926829,FALSE
Jan Kopic,Jan Kopic,1,TRUE
Matt Besler,Matt Besler,1,TRUE
Paul Mariner,Pablo Martinez,0.769230769,FALSE
Renan Bardini Bressan,Renan Bardini Bressan,1,TRUE
Alpay Özalan,Olcay Sahan,0.608695652,FALSE
Michael Rabeson,Michael Rensing,0.8,FALSE
David Phillips,Kalvin Phillips,0.827586207,FALSE
Wim Jansen,Willem Janssen,0.833333333,FALSE
Eugenio Leal,Eugenio Mena,0.833333333,FALSE
Gaetano Scirea,Amato Ciciretti,0.551724138,FALSE
Dario Pereyra,Davidson da Luz Pereira,0.611111111,FALSE
João Vieira Pinto,Diogo Filipe Monteiro Pinto Leite,0.52,FALSE
Andreas Ravelli,Andrea Raggi,0.740740741,FALSE
Samuel Garcia,Samuel Grandsir,0.714285714,FALSE
Damir Desnica,Damir Kreilach,0.666666667,FALSE
Bryan Ruiz,Alan Ruiz,0.736842105,FALSE
Diego Pérez,Iñigo Pérez Soto,0.666666667,FALSE
Ludovic Sané,Ludovic Lamine Sané,0.774193548,TRUE
Álex da Rosa,Olívio da Rosa,0.692307692,TRUE
Gabriel Batistuta,Gil Bastião Dias,0.545454545,FALSE
Ángel Mena,Ángel Mena,1,TRUE
Iván Córdoba,Jhon Córdoba,0.75,FALSE
Bruno Ecuele Manga,Bruno Écuélé Manga,0.833333333,TRUE
Nicolae Tătaru,Nicola Murru,0.692307692,FALSE
Graeme Souness,Graeme Shinnie,0.714285714,FALSE
Jens Stryger Larsen,Jens Stryger Larsen,1,TRUE
Aleksandr Yerokhin,Aleksandr Erokhin,0.914285714,FALSE
Luis Morales,Luis Robles,0.782608696,FALSE
Andreas Möller,Andreas Ulmer,0.814814815,FALSE
Juan Castillo,Fabián Castillo,0.785714286,FALSE
Ilija Nestorovski,Ilija Nestorovski,1,TRUE
Mason Mount,Mason Mount,1,TRUE
No Match,Olarenwaju Ayoba Kayode,0.465116279,FALSE
Carlos Pedro Silva Morais,Matheus Jadson Vidigal Morais,0.555555556,FALSE
Paul Fenech,Paul Verhaegh,0.666666667,FALSE
Lucas Cavallini,Lucas Cavallini,1,TRUE
Johnny Giles,Johannes Geis,0.72,FALSE
Dick van Dijk,Ricky van Wolfswinkel,0.588235294,FALSE
Karim Saddam,Kasim Adams Nuhu,0.571428571,FALSE
Rui Rodrigues,Kévin Manuel Rodrigues,0.628571429,FALSE
Jones Chilengi,Jonás  Ramalho Chimeno,0.555555556,FALSE
Andrei Stepanov,Andrey Semenov,0.75862069,FALSE
Qahtan Chathir,Gaëtan Charbonnier,0.625,FALSE
Luis Carlos Perea,Luis Carlos Correia Pinto,0.714285714,TRUE
Erik Persson,Erik Pieters,0.75,FALSE
Hannes Löhr,Hannes Wolf,0.636363636,FALSE
Joseph Yobo,Joseph Aidoo,0.782608696,FALSE
Nicolás Olivera,Nicolás Júlio Formido Paiva,0.571428571,FALSE
Dimitris Kolovos,Dimitrios Kourmpelis,0.722222222,FALSE
Zlatko Vujović,Jagoš Vukovic,0.592592593,FALSE
Jean Beausejour,Jean André Emanuel Beausejour Coliqueo,0.566037736,TRUE
Mattia Destro,Matthias Ostrzolek,0.709677419,FALSE
Jakub Błaszczykowski,Jakub Blaszczykowski,0.95,FALSE
Denis Caniza,Denis Bouanga,0.72,FALSE
Rubén Sosa,Rubén Botta,0.761904762,FALSE
Danko Lazović,Darko Lazovic,0.846153846,FALSE
Lazar Marković,Lazar  Markovic,0.896551724,FALSE
Ricardo Gomes,Fábio Ricardo Gomes Fonseca,0.65,TRUE
Alexandre Boucicaut,Ruben Alexandre Rocha Lima,0.622222222,FALSE
No Match,??? ??,0.181818182,FALSE
Elson Hooi,Eloy Room,0.631578947,FALSE
Cheikhou Kouyaté,Koffi Cheikh Konaté,0.685714286,FALSE
Rubén Jiménez,Rubén Alcaraz Jiménez,0.764705882,TRUE
Allan Brown,Allan Nyom,0.666666667,FALSE
Adriano Leite Ribeiro,Yuri Oliveira Ribeiro,0.619047619,FALSE
Mehmet Durakovic,Mehmet Ekici,0.714285714,FALSE
Víctor Ayala,Víctor Ismael Sosa,0.666666667,FALSE
Antonio Sanabria,Lorenzo António Melgarejo Sanabria,0.6,FALSE
Luíz Mesquita de Oliveira,William Alves de Oliveira,0.6,TRUE
Matěj Vydra,Matej Vydra,0.909090909,FALSE
Manuel Rosas Arreola,Tiago Manuel Dias Correia,0.622222222,FALSE
Pedro González Vera,Adrián  González Morales,0.651162791,FALSE
Çağlar Söyüncü,Çaglar Söyüncü,0.928571429,FALSE
Kelechi Iheanacho,Kelechi Iheanacho,1,TRUE
Marcelo Oliveira,Marcel Tisserand,0.6875,FALSE
Anthony Lozano,Anthony Rubén Lozano Colón,0.7,TRUE
Ian Walsh,Luca Waldschmidt,0.56,FALSE
Pedro Alejandro García,Adriano Leandro Soares Taffarel,0.528301887,FALSE
Stefanis Michael,Sten Michael Grytebust,0.631578947,FALSE
Ivan Perišić,Ivan Strinic,0.666666667,FALSE
Nuno Miguel Monteiro Rocha,Pedro Miguel Braga Rebocho,0.576923077,FALSE
Jerry Louis,Jerry Mbakogu,0.666666667,FALSE
Mateus Uribe,Matheus Dória Macedo,0.625,FALSE
Moussa Badiane,Musa Çagiran,0.692307692,FALSE
Kei Kamara,Kaiansu Kei Kamara,0.714285714,TRUE
Stéphane Bahoken,Stéphane Bahoken,1,TRUE
Dave Gibson,Ben Gibson,0.761904762,FALSE
José Orlando Martínez Peña,José Ignacio Martínez García,0.666666667,TRUE
Andreas Cornelius,Andreas Evald Cornelius,0.85,TRUE
Maxime Camara,Maxime Le Marchand,0.64516129,FALSE
Cheikh Gueye,Pape Cheikh Diop Gueye,0.705882353,TRUE
Alexander Kačaniklić,Sener Özbayrakli,0.555555556,FALSE
Steven Davis,Steven Davis,1,TRUE
Abdul Rahman Abdulla,Abdul Rahman Baba,0.810810811,TRUE
Ervin Fakaj,Ervin Zukanovic,0.615384615,FALSE
El Hadji Oumar Guèye,El-Hadji Baye Oumar Niasse,0.652173913,FALSE
Paul-José M'Poku,Paul-José M'Poku Ebunge,0.820512821,TRUE
Singo McDonald,Kevin McDonald,0.785714286,FALSE
José Leandro Andrade,Jesus Fabrício Andrade Simões,0.571428571,FALSE
Alan Dzagoev,Soslan Dzhanaev,0.666666667,FALSE
Miloš Šestić,Miloš Degenek,0.56,FALSE
Adrián Ramos,Adrien Tameze,0.64,FALSE
Thiago Silva,Tiago Rafael Maia Silva,0.628571429,FALSE
Éric Pécout,Éric Bauthéac,0.583333333,FALSE
Eric Etaeta,Yoric Ravet,0.636363636,FALSE
Duško Tošić,Duško Tošic,0.909090909,FALSE
Daniel Passarella,Daniele Padelli,0.75,FALSE
Bernard Rahis,Bernard Mensah,0.740740741,FALSE
Jonathan dos Santos,Jonathan Ludovic Biabiany,0.636363636,FALSE
Ivan Iliev,Ivo Ilicevic,0.727272727,FALSE
Peter Barnes,Harvey Lewis Barnes,0.580645161,FALSE
Collins Mbesuma,Chidozie Collins Awaziem,0.512820513,FALSE
Manny Rodríguez,Antonio Manuel Luna Rodríguez,0.636363636,FALSE
Aurélien Chedjou,Aurélien Chedjou,1,TRUE
Danilo Pereira,Djavan da Silva Ferreira,0.631578947,FALSE
Artem Dovbyk,Artem Rebrov,0.666666667,FALSE
George McCartney,Georg Margreitter,0.666666667,FALSE
Salvador Reyes Monteón,Salvador Sánchez Ponce,0.636363636,FALSE
Petros Marinakis,Pietro Maurício Mendes Abranches,0.541666667,FALSE
Marco Reus,Marco Russ,0.9,FALSE
Hendrik Somaeb,Hendrik Van Crombrugge,0.611111111,FALSE
Abdelaziz Barrada,Abdelaziz Barrada,1,TRUE
Adam Newton,Adam Clayton,0.695652174,FALSE
Kim Ki-bok,Tim Leibold,0.571428571,FALSE
Viacheslav Knizaev,Vyacheslav Karavaev,0.756756757,FALSE
Iver Fossum,Iver Fossum,1,TRUE
Daniel Wass,Daniel Bessa,0.782608696,FALSE
Nelson Abeijon,Nelson Acevedo,0.714285714,FALSE
Sergio Barila,Sergiy Rybalka,0.666666667,FALSE
Giovanni Di Lorenzo,Giovanni Di Lorenzo,1,TRUE
Habib Diallo,Habib Diallo,1,TRUE
Mario Fernández,Brian Fernández,0.8,FALSE
José María Carranza,José María Basanta,0.810810811,TRUE
Saïd Chiba,Sada Thioub,0.666666667,FALSE
Ché Adams,Che Adams,0.888888889,FALSE
Josué Anunciado de Oliveira,José Ignacio Peleteiro Ramallo,0.561403509,FALSE
Gino Pivatelli,Enzo Crivelli,0.666666667,FALSE
No Match,Xabier Etxeita Gorritxategi,0.487804878,FALSE
Daniel Prodan,Daniel Ciofani,0.740740741,FALSE
Patricio Urrutia,Maximiliano Urruti,0.647058824,FALSE
Gelson Fernandes,Gerso Fernandes,0.903225806,FALSE
Josef Šural,Josef Šural,1,TRUE
Brian Ching,Bersant Celina,0.64,FALSE
Salman Al-Faraj,Salman Mohammed Al Faraj,0.717948718,FALSE
Lovro Majer,Lovro Majer,1,TRUE
Elijah Just,Jeremiah St. Juste,0.551724138,FALSE
Miller Bolaños,Miler Alejandro Bolaños Reascos,0.622222222,FALSE
Roy Krishna,Roy Krishna,1,TRUE
Eduardo Laing,Edoardo Goldaniga,0.666666667,FALSE
No Match,??? ???,0.166666667,FALSE
Manuel Rosas Arreola,Miguel Alfonso Herrero Javaloyas,0.538461538,FALSE
Alessandro Della Valle,Álejandro Gallar Falguero,0.638297872,FALSE
Pablo Palacios,Pablo Insua Blanco,0.6875,FALSE
Miguel Ángel Ponce,Ignasi Miquel i Pons,0.526315789,FALSE
José Bustamante,Luis Gonzalo Bustamante,0.631578947,FALSE
Ezequiel Jerez,Ezequiel Schelotto,0.625,FALSE
Paulo Silas,Paulo Sérgio Mota,0.642857143,FALSE
Florian Bohnert,Florian Hübner,0.75862069,FALSE
André Luiz Moreira,André de Castro Pereira,0.634146341,TRUE
Rodrigo Cordero,Rodrigo Aliendro,0.709677419,FALSE
Stophira Sunzu,Stoppila Sunzu,0.857142857,FALSE
Zakaria Sanogo,Yaya Sanogo,0.72,FALSE
Takis Nikoloudis,Sokratis Dioudis,0.625,FALSE
Jehad Al-Hussain,Jehad Fadel Al Hussain,0.789473684,FALSE
Ronald García Nacho,Raúl García Carnero,0.684210526,FALSE
Sebastián Rambert,Sebastián Hernán Bertoli,0.634146341,FALSE
Jérémy Ménez,Jérémy Gélin,0.75,FALSE
Josip Iličić,Josip Mišic,0.695652174,FALSE
Heleno de Freitas,Fabiano Ribeiro de Freitas,0.604651163,TRUE
Karl Namnganda,Orel Mangala,0.615384615,FALSE
Jeffrey Talan,Jeremy Toljan,0.769230769,FALSE
Javier Mascherano,Javier Marcelo Gandolfi,0.7,FALSE
Joe Aisa,Joe Lewis,0.705882353,FALSE
Jan Domarski,Jan Boril,0.666666667,FALSE
Sam El Nasa,Sam Clucas,0.666666667,FALSE
Alexander Gerndt,Alexander Grünwald,0.823529412,FALSE
Jakob Poulsen,Jakob Bendix Uhd Poulsen,0.702702703,TRUE
Julio Montero Castillo,César Jasib Montes Castro,0.595744681,FALSE
Riccardo Ferri,Riccardo Meggiorini,0.727272727,FALSE
Nico Braun,Niko Bungert,0.636363636,FALSE
Christian Noboa,Christian Kouamé,0.774193548,FALSE
Francisco Javier Cruz,Francisco Javier Meza Palma,0.75,TRUE
Jairo Henríquez,Ángelo Henríquez,0.709677419,FALSE
Nélson Oliveira,Nélson Miguel Castro Oliveira,0.681818182,TRUE
Emmanuel Sanon,Emanuele Terranova,0.6875,FALSE
Robert Edmond,Renaud Emond,0.64,FALSE
Gary Cole,Gary Hooper,0.7,FALSE
Keithroy Freeman,Luke Anthony Freeman,0.722222222,FALSE
Luis Miguel Salvador,Luís Miguel Vieira da Silva,0.638297872,FALSE
Andriy Rusol,Andrea Rispoli,0.692307692,FALSE
Nicolás Falero,Nicolás Gastón Navarro,0.611111111,FALSE
Alexander Cruzata,Alexander Nahuel Barboza Ullúa,0.595744681,FALSE
Alexandru Maxim,Alexandru Iulian Maxim,0.810810811,TRUE
Olaf Thon,Ola John,0.705882353,FALSE
Alan Smith,Alex Smithies,0.695652174,FALSE
Julio César Britos,Pablo César Barrientos,0.75,FALSE
Andrés Mendoza,Fabián Andrés Rinaudo,0.571428571,FALSE
Lucas Neill,Luca Mazzitelli,0.615384615,FALSE
António Dias Teixeira,Eduardo Antônio Machado Teixeira,0.641509434,FALSE
Giampaolo Pazzini,Giampaolo Pazzini,1,TRUE
Abdoulaye Ba,Abdoulaye Bamba,0.888888889,FALSE
Arturo Mina,Arturo Mina,1,TRUE
Ibrahim Bayesh,Ibrahima Mbaye,0.785714286,FALSE
Mamun Joarder,Mahmut Tekdemir,0.571428571,FALSE
Leonardo Araújo,Leonardo Fabián Burián Castro,0.545454545,FALSE
Michael Junior Palusami,Michel David Cruceiro Muscato,0.538461538,FALSE
Ricardo Rodríguez,Ricardo Jorge Vaz Té,0.702702703,FALSE
Jeison Murillo,Yeison Stiven Gordillo Vargas,0.511627907,FALSE
Gino Pariani,Gino Peruzzi,0.666666667,FALSE
No Match,???,0,FALSE
Stephen Astwood,Keiren Westwood,0.666666667,FALSE
Evair Aparecido Paulino,Evandro Sérgio Rochedo Paulino,0.603773585,FALSE
Daniel da Mota,Daniel Pacheco Lobato,0.628571429,FALSE
Antonio Martina,Antonio Ríos Martínez,0.722222222,FALSE
Denis Kovba,Deniz Kadah,0.636363636,FALSE
Adama Diomande,Adama Diakhaby,0.642857143,FALSE
Juan Carlos Mariño,Juan Carlos Martín Corral,0.744186047,TRUE
Isaac Chauvet,Isaac Success,0.615384615,FALSE
Salem Al-Dawsari,Salem Al Dawsari,0.9375,FALSE
Aras Özbiliz,Aras Özbiliz,1,TRUE
Giovanni Trigueros,Geovanni Banguera,0.685714286,FALSE
Jordan Johnson,Karl-Johan Johnsson,0.727272727,FALSE
Igor Demo,Ugur Demirok,0.666666667,FALSE
Anjas Asmara,Nana Kwesi Asare,0.571428571,FALSE
Manuel Locatelli,Manuel Pucciarelli,0.764705882,FALSE
Diego Antonio Reyes,Diego Santiago Fagúndez Pepe,0.553191489,FALSE
William Troost-Ekong,William Troost-Ekong,1,TRUE
Josué Anunciado de Oliveira,Paulo José de Oliveira,0.653061224,TRUE
Juan Carlos Arteche,Juan Marcos Foyth,0.666666667,FALSE
Martin Linnes,Martin Linnes,1,TRUE
Josué Anunciado de Oliveira,Sérgio Antônio Soler Oliveira Jr,0.610169492,FALSE
Osvaldo de Oliveira,Hélder Filipe Oliveira Lopes,0.553191489,FALSE
Erich Beer,Erik Berg,0.736842105,FALSE
Klas Ingesson,Rasmus Bengtsson,0.620689655,FALSE
Fernando Marcos,Fernando Martín Forestieri,0.682926829,FALSE
Kamil Glik,Kamil Wilczek,0.695652174,FALSE
Georgi Dimitrov,Gojko Cimirot,0.571428571,FALSE
Ismaël Bennacer,Ismaël Bennacer,1,TRUE
Lucas Barrios,Luca Marrone,0.72,FALSE
Rafik Halliche,Rafik Halliche,1,TRUE
Valentín Mendoza,Valentín Vada,0.75862069,FALSE
Yves Bissouma,Yves Bissouma,1,TRUE
Rodrigo Palacio,Rodrigo Salinas Dorantes,0.615384615,FALSE
No Match,?? ?,0.222222222,FALSE
Osvaldo Castro,Édgar Felipe Pardo Castro,0.564102564,FALSE
Johan Djourou,Jhon Duque,0.608695652,FALSE
Daniel Jensen,David Jensen,0.8,FALSE
Juan Carlos Sánchez,Julián Omar Ramos Suárez,0.604651163,FALSE
Darren Anderton,Darren Randolph,0.666666667,FALSE
Stefano Sensi,Stefano Sensi,1,TRUE
Andrés Martínez,Andrés Ricaurte Vélez,0.666666667,FALSE
Martín Arzuaga,Matías Aguirregaray Guruceaga,0.511627907,FALSE
José Antonio Castro,João António Antunes Carvalho,0.583333333,FALSE
Arbër Zeneli,Arbër Zeneli,1,TRUE
Mario Balotelli,Dario Dainelli,0.689655172,FALSE
Allan Hansen,Kian Hansen,0.782608696,FALSE
Naea Bennett,Ryan Bennett,0.75,FALSE
Valerio Nasema,Valerio Verre,0.666666667,FALSE
Pierino Prati,Mauro Pierre Cildinho Conradi,0.523809524,FALSE
Geraldo José da Silva,Arnaldo Edi Lopes da Silva,0.723404255,TRUE
Leonardo Bonucci,Leonardo Nicolás Pisculichi,0.604651163,FALSE
Yossi Benayoun,Yohan Benalouane,0.666666667,FALSE
Antonio Rada,Antonino Ragusa,0.814814815,FALSE
Jaime Belmonte,Fabien Lemoine,0.642857143,FALSE
Cristiano Ronaldo,Cristian Roldan,0.8125,FALSE
Didier Ya Konan,Didier  Ndong Ibrahim,0.611111111,FALSE
Vladimír Hruška,Vladimír Coufal,0.733333333,FALSE
Mislav Oršić,Mislav Oršic,0.916666667,FALSE
Mazinho Oliveira,Éder Marvin Oliveira Simão,0.619047619,FALSE
Birkir Bjarnason,Barry Bannan,0.642857143,FALSE
Robin Lod,Robin Koch,0.736842105,FALSE
Nicolás Otamendi,Nicolás Pasquini,0.6875,FALSE
Alessandro Costacurta,Alessandro Rosina,0.736842105,FALSE
Tim Payne,Tim Parker,0.736842105,FALSE
Márcio Santos,Marcos G. Santos Matos,0.628571429,FALSE
Henrik Larsen,Derrick Luckassen,0.666666667,FALSE
Don Hutchison,Shaun Hutchinson,0.75862069,FALSE
Ricardo José Maria Ramaciotti,Bruno José Pavani Lamas,0.538461538,FALSE
Alexandru Badea,Alexandru Baluta,0.838709677,FALSE
Miguel Angel Lauri,Miguel Ángel De las Cuevas Barberá,0.576923077,FALSE
Leonardo Bonucci,Leonardo B. Lohner Maia,0.666666667,FALSE
Daniel Kolář,Daniel Kolár,0.916666667,FALSE
Santiago Ostolaza,Santiago Montoya,0.727272727,FALSE
Victor Manuel Azucar,Victor Emanuel Aguilera,0.744186047,FALSE
Islom Inomov,Ilombe Mboyo,0.583333333,FALSE
Venancio Ramos,Bruno Vinícius Souza Ramos,0.55,FALSE
Borna Barišić,Borna Barišic,0.923076923,FALSE
No Match,Wilson Miguéis Manafá Jancó,0.5,FALSE
